variable_1,variable_2,spearman_r,absolute_r
Cooling_Flow,Micro_Crack_Die,0.0018,0.0018
Cooling_Flow,Micro_Crack,0.0018,0.0018
Bottom_Kerf,Room_Noise,-0.0017,0.0017
Laser_Voltage,Package_Size_2,-0.0017,0.0017
Micro_Crack_Die,Maintenance_Count,-0.0017,0.0017
Micro_Crack,Maintenance_Count,-0.0017,0.0017
Laser_Centering_Position,Feed_Speed,0.0017,0.0017
Power_Efficiency,CLN_Time,0.0017,0.0017
Top_Kerf,Fan_RPM,-0.0017,0.0017
Cutting_Offset,Factory_Power,-0.0017,0.0017
Cutting_Y_Index,Package_Size_2,0.0017,0.0017
Cutting_X_Index,Particle_Die,-0.0017,0.0017
Groove_Depth,Room_Noise,-0.0017,0.0017
CLN_Time,Remain_Coat,-0.0017,0.0017
Laser_Centering_Position,Particle,0.0017,0.0017
Laser_Power,Edge_Burn,0.0017,0.0017
Cooling_Water_Temp,Coating_Uniformity,-0.0017,0.0017
Kerf_Width_Profile,Remain_Coat_Die,-0.0017,0.0017
Kerf_Width_Profile,Remain_Coat,-0.0017,0.0017
Laser_Current,Remain_Coat,-0.0017,0.0017
Coating_Flow,PLC_Memory,-0.0017,0.0017
PLC_CPU_Load,Factory_Power,0.0017,0.0017
Laser_Centering_Position,Cutting_Y_Index,-0.0017,0.0017
CLN_Time,Yield,0.0017,0.0017
CLN_Time,Fail_Die,-0.0017,0.0017
Head_Temp,LED_Brightness,0.0017,0.0017
Laser_Current,Remain_Coat_Die,-0.0017,0.0017
Laser_Head_Remain_Time,Room_Noise,-0.0017,0.0017
Alignment_Time,Coating_Thickness,-0.0017,0.0017
Coating_Thickness,Vision_Exposure,0.0017,0.0017
Cooling_Flow,CLN_Time,-0.0017,0.0017
Package_Size_3,LED_Brightness,-0.0017,0.0017
Laser_Current,PLC_Memory,-0.0017,0.0017
Cutting_Offset,Yield,-0.0016,0.0016
Edge_Burn_Die,Vision_Exposure,0.0016,0.0016
Cutting_Offset,PLC_CPU_Load,0.0016,0.0016
Micro_Crack,Room_Noise,0.0016,0.0016
Head_Temp,CLN_Pressure,0.0016,0.0016
Laser_Centering_Position,Edge_Burn_Die,-0.0016,0.0016
Beam_Diameter,Groove_Depth,0.0016,0.0016
Frequency,Top_Kerf,-0.0016,0.0016
Chipping_Die,Maintenance_Count,0.0016,0.0016
Vibration,Door_Open_Count,0.0016,0.0016
Kerf_Angle,Vision_Exposure,-0.0016,0.0016
Coating_Uniformity,Vision_Exposure,-0.0016,0.0016
Cutting_Offset,Fail_Die,0.0016,0.0016
Feed_Speed,Cutting_Offset,-0.0016,0.0016
Cooling_Flow,Network_Latency,-0.0016,0.0016
Fail_Die,Room_Noise,-0.0016,0.0016
Process_Time,Cutting_X_Index,0.0016,0.0016
CLN_Pressure,Room_Noise,0.0016,0.0016
Micro_Crack_Die,Room_Noise,0.0016,0.0016
CLN_Time,Remain_Coat_Die,-0.0016,0.0016
Laser_Centering_Position,Particle_Die,0.0016,0.0016
Cooling_Water_Temp,Package_Size_4,-0.0016,0.0016
Top_Kerf,Maintenance_Count,-0.0016,0.0016
Coating_Flow,Laser_Head_Remain_Time,-0.0016,0.0016
Cooling_Water_Temp,Room_Noise,-0.0016,0.0016
Head_Temp,Factory_Power,-0.0016,0.0016
Yield,Room_Noise,0.0016,0.0016
Process_Time,PLC_CPU_Load,0.0016,0.0016
PLC_CPU_Load,Vision_Exposure,-0.0016,0.0016
Laser_Current,Alignment_Time,-0.0016,0.0016
Beam_Diameter,Cutting_Offset,0.0016,0.0016
Cooling_Flow,Laser_Head_Remain_Time,-0.0016,0.0016
Beam_Diameter,Micro_Crack,0.0016,0.0016
Chipping,Maintenance_Count,0.0016,0.0016
Focus,Door_Open_Count,0.0016,0.0016
Edge_Burn,Vision_Exposure,0.0016,0.0016
CLN_Pressure,LED_Brightness,-0.0016,0.0016
CLN_Pressure,PLC_CPU_Load,0.0016,0.0016
Beam_Diameter,Micro_Crack_Die,0.0016,0.0016
Cooling_Water_Temp,Kerf_Angle,-0.0015,0.0015
Groove_Depth,Door_Open_Count,0.0015,0.0015
Laser_Centering_Position,Edge_Burn,-0.0015,0.0015
Alignment_Time,Kerf_Width_Profile,-0.0015,0.0015
Edge_Burn_Die,Maintenance_Count,-0.0015,0.0015
Alignment_Time,Network_Latency,0.0015,0.0015
Process_Time,CLN_Flow,-0.0015,0.0015
CLN_Pressure,Bottom_Kerf,0.0015,0.0015
Process_Time,Surface_Roughness,0.0015,0.0015
Laser_Centering_Position,Factory_Power,-0.0015,0.0015
Laser_Current,Coating_Flow,-0.0015,0.0015
Laser_Centering_Position,Coating_Uniformity,0.0015,0.0015
Room_Noise,Door_Open_Count,-0.0015,0.0015
LED_Brightness,Room_Noise,-0.0015,0.0015
Power_Efficiency,Edge_Burn,0.0015,0.0015
Cooling_Water_Temp,Edge_Burn,0.0015,0.0015
Focus,Factory_Power,0.0015,0.0015
Cooling_Flow,Coating_Uniformity,0.0015,0.0015
Edge_Burn,Maintenance_Count,-0.0015,0.0015
Micro_Crack,PLC_Memory,0.0014,0.0014
Frequency,Chipping,-0.0014,0.0014
Micro_Crack_Die,PLC_Memory,0.0014,0.0014
Feed_Speed,Vibration,0.0014,0.0014
Frequency,Chipping_Die,-0.0014,0.0014
Edge_Burn,Factory_Power,-0.0014,0.0014
Chipping_Die,Fan_RPM,0.0014,0.0014
Frequency,Network_Latency,-0.0014,0.0014
Chipping,Fan_RPM,0.0014,0.0014
Frequency,Kerf_Angle,0.0014,0.0014
Coating_Thickness,Edge_Burn,-0.0014,0.0014
Particle_Die,Door_Open_Count,-0.0014,0.0014
Maintenance_Count,Factory_Power,0.0014,0.0014
Process_Time,Kerf_Angle,0.0014,0.0014
CLN_Time,Coating_Thickness,0.0014,0.0014
Cutting_X_Index,Coating_Flow,-0.0014,0.0014
Feed_Speed,Surface_Roughness,-0.0014,0.0014
Top_Kerf,LED_Brightness,0.0014,0.0014
Laser_Current,Laser_Head_Remain_Time,0.0014,0.0014
CLN_Flow,CLN_Time,0.0014,0.0014
Cooling_Water_Temp,Package_Size_1,-0.0014,0.0014
Kerf_Angle,Room_Noise,0.0014,0.0014
Head_Temp,Cutting_Y_Index,-0.0014,0.0014
Cutting_Y_Index,PLC_CPU_Load,0.0014,0.0014
Laser_Current,Edge_Burn_Die,0.0014,0.0014
Focus,Remain_Coat_Die,-0.0014,0.0014
Focus,Remain_Coat,-0.0014,0.0014
CLN_Pressure,Coating_Uniformity,0.0014,0.0014
Feed_Speed,Beam_Diameter,0.0013,0.0013
Head_Temp,Alignment_Time,0.0013,0.0013
Package_Size_2,Surface_Roughness,-0.0013,0.0013
Coating_Thickness,Edge_Burn_Die,-0.0013,0.0013
Vibration,Cutting_X_Index,0.0013,0.0013
Focus,Cutting_Offset,0.0013,0.0013
Fail_Die,Vision_Exposure,-0.0013,0.0013
Cutting_X_Index,Bottom_Kerf,-0.0013,0.0013
Head_Temp,Package_Size_1,0.0013,0.0013
CLN_Time,Top_Kerf,0.0013,0.0013
Cutting_X_Index,Groove_Depth,-0.0013,0.0013
Cooling_Water_Temp,Edge_Burn_Die,0.0013,0.0013
Particle_Die,Vision_Exposure,-0.0013,0.0013
Frequency,PLC_Memory,-0.0013,0.0013
Remain_Coat_Die,Network_Latency,0.0013,0.0013
Remain_Coat,Network_Latency,0.0013,0.0013
Cooling_Water_Temp,CLN_Time,-0.0013,0.0013
Laser_Current,Edge_Burn,0.0013,0.0013
Package_Size_4,LED_Brightness,-0.0013,0.0013
Yield,Vision_Exposure,0.0013,0.0013
Feed_Speed,Package_Size_3,-0.0013,0.0013
Coating_Flow,Bottom_Kerf,-0.0013,0.0013
Laser_Power,Package_Size_2,0.0013,0.0013
Cutting_Offset,Particle,0.0013,0.0013
Feed_Speed,Top_Kerf,0.0013,0.0013
Beam_Diameter,Chipping,-0.0013,0.0013
Beam_Diameter,Chipping_Die,-0.0013,0.0013
Package_Size_4,PLC_Memory,0.0013,0.0013
Laser_Voltage,Edge_Burn_Die,0.0012,0.0012
Cutting_X_Index,Factory_Power,-0.0012,0.0012
Laser_Power,Beam_Diameter,-0.0012,0.0012
Micro_Crack_Die,Network_Latency,-0.0012,0.0012
Coating_Flow,Remain_Coat,-0.0012,0.0012
Chipping,PLC_Memory,0.0012,0.0012
Micro_Crack,Network_Latency,-0.0012,0.0012
Power_Efficiency,Coating_Thickness,0.0012,0.0012
Package_Size_3,Edge_Burn_Die,0.0012,0.0012
Laser_Current,Package_Size_4,0.0012,0.0012
Coating_Flow,Remain_Coat_Die,-0.0012,0.0012
Particle_Die,Network_Latency,0.0012,0.0012
Laser_Voltage,Cutting_X_Index,0.0012,0.0012
Package_Size_1,Vision_Exposure,-0.0012,0.0012
CLN_Time,Package_Size_3,0.0012,0.0012
Particle,Door_Open_Count,-0.0012,0.0012
Particle,Room_Noise,-0.0012,0.0012
Cutting_Y_Index,Cutting_Offset,0.0012,0.0012
CLN_Pressure,Top_Kerf,0.0012,0.0012
Groove_Depth,LED_Brightness,0.0012,0.0012
Cutting_Y_Index,PLC_Memory,-0.0012,0.0012
Chipping_Die,PLC_Memory,0.0012,0.0012
Groove_Depth,Package_Size_4,-0.0012,0.0012
Bottom_Kerf,Coating_Thickness,-0.0012,0.0012
Laser_Power,Vision_Exposure,0.0012,0.0012
Cutting_X_Index,Package_Size_4,-0.0012,0.0012
Laser_Voltage,Top_Kerf,-0.0012,0.0012
Laser_Voltage,Groove_Depth,0.0012,0.0012
Yield,LED_Brightness,-0.0012,0.0012
Feed_Speed,Cutting_X_Index,-0.0012,0.0012
PLC_Memory,Factory_Power,0.0012,0.0012
Bottom_Kerf,LED_Brightness,-0.0012,0.0012
Fail_Die,LED_Brightness,0.0012,0.0012
Cooling_Flow,Room_Noise,0.0012,0.0012
Process_Time,Package_Size_1,-0.0012,0.0012
Beam_Diameter,Maintenance_Count,-0.0012,0.0012
Kerf_Angle,Remain_Coat_Die,-0.0012,0.0012
Cutting_X_Index,Package_Size_3,-0.0011,0.0011
Particle,Fan_RPM,0.0011,0.0011
Head_Temp,CLN_Time,-0.0011,0.0011
Focus,Package_Size_4,-0.0011,0.0011
Cooling_Flow,Door_Open_Count,0.0011,0.0011
Cutting_Offset,Particle_Die,0.0011,0.0011
Groove_Depth,Package_Size_3,0.0011,0.0011
Beam_Diameter,Top_Kerf,-0.0011,0.0011
Yield,Network_Latency,0.0011,0.0011
Laser_Power,Laser_Head_Remain_Time,0.0011,0.0011
CLN_Pressure,Package_Size_4,-0.0011,0.0011
Alignment_Time,Maintenance_Count,-0.0011,0.0011
Package_Size_3,Coating_Uniformity,-0.0011,0.0011
Frequency,Feed_Speed,0.0011,0.0011
Package_Size_1,Coating_Thickness,-0.0011,0.0011
Top_Kerf,Factory_Power,0.0011,0.0011
Fail_Die,Network_Latency,-0.0011,0.0011
Vibration,Network_Latency,-0.0011,0.0011
Feed_Speed,Focus,0.0011,0.0011
Process_Time,Kerf_Width_Profile,-0.0011,0.0011
Room_Noise,Maintenance_Count,-0.0011,0.0011
Particle_Die,Room_Noise,-0.0011,0.0011
Particle_Die,Fan_RPM,0.0011,0.0011
Laser_Voltage,Edge_Burn,0.0011,0.0011
Coating_Flow,Package_Size_4,0.0011,0.0011
Laser_Centering_Position,Maintenance_Count,0.0011,0.0011
Beam_Diameter,Vision_Exposure,-0.0011,0.0011
Kerf_Angle,Remain_Coat,-0.0011,0.0011
Chipping,Remain_Coat_Die,-0.001,0.001
Chipping_Die,Network_Latency,0.001,0.001
Chipping,Network_Latency,0.001,0.001
Chipping_Die,Remain_Coat_Die,-0.001,0.001
Chipping,Remain_Coat,-0.001,0.001
Vibration,PLC_Memory,0.001,0.001
Chipping_Die,Remain_Coat,-0.001,0.001
CLN_Time,Package_Size_4,0.001,0.001
Frequency,CLN_Pressure,-0.001,0.001
Power_Efficiency,Cutting_X_Index,0.001,0.001
Laser_Current,Surface_Roughness,-0.001,0.001
Kerf_Width_Profile,Coating_Thickness,-0.001,0.001
Groove_Depth,Coating_Thickness,0.001,0.001
Beam_Diameter,CLN_Flow,0.001,0.001
Beam_Diameter,Package_Size_1,0.001,0.001
Laser_Power,Laser_Current,0.001,0.001
Beam_Diameter,Coating_Thickness,-0.001,0.001
Package_Size_1,Remain_Coat,-0.001,0.001
Package_Size_1,Remain_Coat_Die,-0.001,0.001
Laser_Voltage,Micro_Crack_Die,-0.001,0.001
Laser_Voltage,Micro_Crack,-0.001,0.001
Cooling_Flow,Edge_Burn_Die,-0.001,0.001
Edge_Burn_Die,Factory_Power,-0.001,0.001
Process_Time,Cutting_Offset,-0.001,0.001
Laser_Voltage,Bottom_Kerf,-0.001,0.001
Kerf_Width_Profile,Factory_Power,0.001,0.001
Power_Efficiency,Room_Noise,0.001,0.001
Cooling_Flow,Groove_Depth,-0.001,0.001
Power_Efficiency,CLN_Pressure,-0.001,0.001
Laser_Head_Remain_Time,Kerf_Width_Profile,0.001,0.001
Head_Temp,PLC_CPU_Load,0.001,0.001
Cutting_Y_Index,Surface_Roughness,-0.001,0.001
Package_Size_3,Vision_Exposure,0.001,0.001
Frequency,Maintenance_Count,0.001,0.001
Particle,Network_Latency,0.001,0.001
Laser_Centering_Position,Fail_Die,0.0009,0.0009
Vision_Exposure,Factory_Power,0.0009,0.0009
Laser_Centering_Position,CLN_Pressure,0.0009,0.0009
Beam_Diameter,Package_Size_4,-0.0009,0.0009
CLN_Flow,PLC_Memory,-0.0009,0.0009
CLN_Flow,Edge_Burn_Die,-0.0009,0.0009
LED_Brightness,Factory_Power,0.0009,0.0009
CLN_Flow,Micro_Crack_Die,-0.0009,0.0009
Alignment_Time,Package_Size_4,-0.0009,0.0009
Cutting_X_Index,Fan_RPM,0.0009,0.0009
Process_Time,Cooling_Flow,0.0009,0.0009
CLN_Flow,Micro_Crack,-0.0009,0.0009
Vibration,Vision_Exposure,-0.0009,0.0009
Vibration,Factory_Power,0.0009,0.0009
Laser_Voltage,Coating_Flow,-0.0009,0.0009
Cutting_X_Index,Surface_Roughness,-0.0009,0.0009
CLN_Pressure,Vision_Exposure,-0.0009,0.0009
Process_Time,Maintenance_Count,0.0009,0.0009
CLN_Pressure,Edge_Burn_Die,-0.0009,0.0009
Laser_Centering_Position,Yield,-0.0009,0.0009
Feed_Speed,Factory_Power,-0.0009,0.0009
Package_Size_3,Door_Open_Count,0.0009,0.0009
Package_Size_3,Room_Noise,0.0009,0.0009
Kerf_Width_Profile,LED_Brightness,-0.0009,0.0009
Laser_Head_Remain_Time,Fan_RPM,-0.0009,0.0009
Package_Size_3,Remain_Coat_Die,-0.0009,0.0009
Frequency,Coating_Uniformity,0.0009,0.0009
Laser_Head_Remain_Time,Vision_Exposure,-0.0009,0.0009
Kerf_Width_Profile,Maintenance_Count,-0.0009,0.0009
CLN_Time,Particle,-0.0008,0.0008
Laser_Power,Cutting_X_Index,0.0008,0.0008
Power_Efficiency,Fan_RPM,-0.0008,0.0008
Laser_Centering_Position,Beam_Diameter,0.0008,0.0008
Process_Time,Package_Size_4,-0.0008,0.0008
Package_Size_2,Particle,0.0008,0.0008
Laser_Voltage,Door_Open_Count,0.0008,0.0008
Cutting_X_Index,Top_Kerf,-0.0008,0.0008
Laser_Centering_Position,Laser_Head_Remain_Time,0.0008,0.0008
CLN_Flow,Chipping_Die,0.0008,0.0008
Alignment_Time,Cooling_Flow,0.0008,0.0008
CLN_Flow,Chipping,0.0008,0.0008
Focus,Beam_Diameter,0.0008,0.0008
Coating_Thickness,Coating_Uniformity,0.0008,0.0008
Alignment_Time,CLN_Pressure,0.0008,0.0008
Coating_Flow,Room_Noise,-0.0008,0.0008
Power_Efficiency,Frequency,-0.0008,0.0008
Laser_Voltage,LED_Brightness,0.0008,0.0008
Coating_Uniformity,Edge_Burn,0.0008,0.0008
Cutting_X_Index,Edge_Burn,-0.0008,0.0008
Coating_Uniformity,Room_Noise,0.0008,0.0008
Cutting_X_Index,Door_Open_Count,-0.0008,0.0008
Package_Size_3,Remain_Coat,-0.0008,0.0008
Kerf_Angle,PLC_Memory,-0.0008,0.0008
Cutting_Offset,Remain_Coat_Die,-0.0008,0.0008
Cutting_Offset,Remain_Coat,-0.0008,0.0008
Particle,Vision_Exposure,-0.0008,0.0008
Cutting_X_Index,Chipping,-0.0007,0.0007
Cutting_X_Index,Edge_Burn_Die,-0.0007,0.0007
Package_Size_3,Edge_Burn,0.0007,0.0007
Cutting_X_Index,Fail_Die,-0.0007,0.0007
Cutting_X_Index,Chipping_Die,-0.0007,0.0007
Cooling_Flow,Edge_Burn,-0.0007,0.0007
Cutting_X_Index,Kerf_Angle,0.0007,0.0007
Cutting_X_Index,Yield,0.0007,0.0007
Package_Size_3,Fail_Die,-0.0007,0.0007
Package_Size_2,Particle_Die,0.0007,0.0007
Kerf_Width_Profile,Vision_Exposure,0.0007,0.0007
Cutting_Y_Index,Vision_Exposure,-0.0007,0.0007
Package_Size_3,Yield,0.0007,0.0007
Power_Efficiency,Edge_Burn_Die,0.0007,0.0007
Laser_Current,Fan_RPM,-0.0007,0.0007
Head_Temp,Edge_Burn_Die,-0.0007,0.0007
Power_Efficiency,Maintenance_Count,0.0007,0.0007
Power_Efficiency,LED_Brightness,-0.0007,0.0007
CLN_Time,Vision_Exposure,0.0007,0.0007
CLN_Pressure,Network_Latency,-0.0007,0.0007
Cutting_Offset,Edge_Burn_Die,-0.0007,0.0007
Beam_Diameter,Alignment_Time,0.0007,0.0007
Coating_Uniformity,Chipping_Die,-0.0007,0.0007
Frequency,Laser_Current,-0.0007,0.0007
Feed_Speed,PLC_CPU_Load,-0.0007,0.0007
Feed_Speed,Kerf_Width_Profile,0.0007,0.0007
Cutting_Offset,Edge_Burn,-0.0007,0.0007
CLN_Flow,Coating_Thickness,0.0007,0.0007
CLN_Flow,Package_Size_4,0.0007,0.0007
Coating_Uniformity,Chipping,-0.0007,0.0007
Groove_Depth,PLC_CPU_Load,-0.0007,0.0007
Frequency,Beam_Diameter,-0.0007,0.0007
Head_Temp,Chipping,0.0006,0.0006
Feed_Speed,Cutting_Y_Index,0.0006,0.0006
Laser_Voltage,Coating_Uniformity,-0.0006,0.0006
Coating_Flow,Network_Latency,-0.0006,0.0006
Cooling_Water_Temp,Network_Latency,0.0006,0.0006
Laser_Centering_Position,Coating_Flow,0.0006,0.0006
Alignment_Time,Door_Open_Count,0.0006,0.0006
CLN_Pressure,Maintenance_Count,-0.0006,0.0006
Cutting_Offset,Chipping,-0.0006,0.0006
Vibration,CLN_Pressure,0.0006,0.0006
Package_Size_2,PLC_Memory,-0.0006,0.0006
Laser_Head_Remain_Time,Edge_Burn_Die,-0.0006,0.0006
Laser_Centering_Position,Head_Temp,-0.0006,0.0006
Surface_Roughness,Chipping_Die,0.0006,0.0006
Surface_Roughness,Chipping,0.0006,0.0006
Frequency,Cutting_X_Index,-0.0006,0.0006
Remain_Coat,Factory_Power,-0.0006,0.0006
Vibration,Fan_RPM,-0.0006,0.0006
Package_Size_3,Chipping,0.0006,0.0006
Package_Size_3,Chipping_Die,0.0006,0.0006
PLC_CPU_Load,LED_Brightness,-0.0006,0.0006
Cooling_Water_Temp,Remain_Coat,0.0006,0.0006
Head_Temp,Chipping_Die,0.0006,0.0006
Cooling_Water_Temp,Bottom_Kerf,0.0006,0.0006
Laser_Head_Remain_Time,LED_Brightness,0.0006,0.0006
Particle_Die,PLC_Memory,-0.0006,0.0006
Cooling_Flow,Fan_RPM,-0.0006,0.0006
Laser_Current,Package_Size_2,0.0006,0.0006
Cooling_Water_Temp,Remain_Coat_Die,0.0006,0.0006
Laser_Power,Coating_Thickness,-0.0006,0.0006
Laser_Voltage,Cooling_Water_Temp,0.0006,0.0006
Power_Efficiency,Network_Latency,-0.0006,0.0006
Cutting_Offset,Chipping_Die,-0.0006,0.0006
Coating_Uniformity,Micro_Crack_Die,0.0005,0.0005
Process_Time,Chipping_Die,-0.0005,0.0005
Process_Time,Chipping,-0.0005,0.0005
Head_Temp,Edge_Burn,-0.0005,0.0005
Coating_Flow,Vision_Exposure,0.0005,0.0005
Laser_Power,Maintenance_Count,0.0005,0.0005
Remain_Coat_Die,Factory_Power,-0.0005,0.0005
Head_Temp,Cooling_Water_Temp,0.0005,0.0005
Coating_Uniformity,Micro_Crack,0.0005,0.0005
CLN_Pressure,Coating_Thickness,-0.0005,0.0005
Power_Efficiency,Alignment_Time,0.0005,0.0005
Package_Size_3,Particle,-0.0005,0.0005
Kerf_Angle,Edge_Burn_Die,-0.0005,0.0005
Beam_Diameter,Bottom_Kerf,0.0005,0.0005
CLN_Pressure,Kerf_Angle,0.0005,0.0005
CLN_Pressure,Package_Size_3,-0.0005,0.0005
Coating_Thickness,PLC_CPU_Load,0.0005,0.0005
Power_Efficiency,Coating_Flow,0.0005,0.0005
Beam_Diameter,Remain_Coat_Die,0.0005,0.0005
Alignment_Time,Surface_Roughness,0.0005,0.0005
Cutting_Y_Index,Room_Noise,-0.0005,0.0005
Cutting_Y_Index,Maintenance_Count,-0.0005,0.0005
Cooling_Flow,PLC_CPU_Load,-0.0005,0.0005
Beam_Diameter,Remain_Coat,0.0005,0.0005
Beam_Diameter,Process_Time,-0.0005,0.0005
Laser_Current,Top_Kerf,0.0005,0.0005
CLN_Time,Network_Latency,-0.0005,0.0005
Feed_Speed,Laser_Voltage,-0.0005,0.0005
Package_Size_4,Vision_Exposure,-0.0005,0.0005
Package_Size_4,Maintenance_Count,0.0005,0.0005
CLN_Time,Coating_Uniformity,0.0004,0.0004
Chipping_Die,Edge_Burn_Die,-0.0004,0.0004
Chipping_Die,Edge_Burn,-0.0004,0.0004
Cooling_Flow,Maintenance_Count,-0.0004,0.0004
LED_Brightness,Door_Open_Count,0.0004,0.0004
Alignment_Time,Package_Size_1,-0.0004,0.0004
Laser_Voltage,PLC_CPU_Load,-0.0004,0.0004
Laser_Centering_Position,Alignment_Time,0.0004,0.0004
Coating_Thickness,Micro_Crack,0.0004,0.0004
Chipping,Edge_Burn_Die,-0.0004,0.0004
Chipping,Edge_Burn,-0.0004,0.0004
Groove_Depth,Edge_Burn,-0.0004,0.0004
Cutting_X_Index,Micro_Crack_Die,-0.0004,0.0004
Laser_Centering_Position,PLC_CPU_Load,0.0004,0.0004
Cutting_X_Index,Micro_Crack,-0.0004,0.0004
Coating_Thickness,Micro_Crack_Die,0.0004,0.0004
Surface_Roughness,PLC_CPU_Load,-0.0004,0.0004
Laser_Power,Cooling_Water_Temp,-0.0004,0.0004
Package_Size_1,Fan_RPM,0.0004,0.0004
Package_Size_3,Fan_RPM,-0.0004,0.0004
Laser_Centering_Position,Focus,0.0004,0.0004
Cutting_Y_Index,Factory_Power,-0.0004,0.0004
Laser_Current,Factory_Power,0.0004,0.0004
Process_Time,Remain_Coat,-0.0004,0.0004
Process_Time,Remain_Coat_Die,-0.0004,0.0004
Laser_Head_Remain_Time,Package_Size_1,-0.0004,0.0004
Head_Temp,Laser_Voltage,0.0004,0.0004
Package_Size_2,Edge_Burn_Die,0.0004,0.0004
Bottom_Kerf,Maintenance_Count,-0.0004,0.0004
Package_Size_2,Fan_RPM,0.0004,0.0004
Process_Time,Coating_Thickness,0.0004,0.0004
Particle,PLC_Memory,-0.0004,0.0004
Cutting_Y_Index,Laser_Head_Remain_Time,0.0004,0.0004
Laser_Head_Remain_Time,Network_Latency,-0.0004,0.0004
Kerf_Angle,Edge_Burn,-0.0004,0.0004
Coating_Uniformity,Edge_Burn_Die,0.0004,0.0004
Head_Temp,Coating_Thickness,-0.0003,0.0003
Kerf_Angle,Micro_Crack,-0.0003,0.0003
Yield,Door_Open_Count,-0.0003,0.0003
Feed_Speed,Network_Latency,0.0003,0.0003
Laser_Power,Laser_Voltage,-0.0003,0.0003
Cutting_X_Index,Package_Size_1,-0.0003,0.0003
Fail_Die,Door_Open_Count,0.0003,0.0003
Beam_Diameter,Package_Size_3,0.0003,0.0003
Kerf_Angle,Fan_RPM,-0.0003,0.0003
Alignment_Time,Cooling_Water_Temp,-0.0003,0.0003
Kerf_Angle,Micro_Crack_Die,-0.0003,0.0003
Focus,Laser_Voltage,-0.0003,0.0003
Alignment_Time,PLC_Memory,-0.0003,0.0003
Laser_Head_Remain_Time,PLC_CPU_Load,-0.0003,0.0003
Surface_Roughness,Network_Latency,-0.0003,0.0003
CLN_Time,Room_Noise,-0.0003,0.0003
CLN_Flow,Kerf_Angle,-0.0003,0.0003
Laser_Current,Cutting_Y_Index,0.0003,0.0003
Laser_Head_Remain_Time,Edge_Burn,-0.0003,0.0003
Laser_Centering_Position,Room_Noise,-0.0003,0.0003
Cooling_Flow,Remain_Coat_Die,0.0003,0.0003
Cooling_Flow,Remain_Coat,0.0003,0.0003
CLN_Flow,Edge_Burn,-0.0003,0.0003
Cutting_Y_Index,CLN_Time,-0.0003,0.0003
Vibration,Alignment_Time,-0.0003,0.0003
CLN_Pressure,CLN_Time,0.0003,0.0003
Coating_Uniformity,Particle,0.0003,0.0003
Coating_Uniformity,Particle_Die,0.0003,0.0003
Coating_Uniformity,Factory_Power,0.0003,0.0003
CLN_Pressure,Surface_Roughness,-0.0003,0.0003
Vibration,Coating_Uniformity,0.0003,0.0003
Coating_Uniformity,Door_Open_Count,-0.0003,0.0003
Head_Temp,Vision_Exposure,-0.0002,0.0002
CLN_Time,Package_Size_2,-0.0002,0.0002
Cutting_X_Index,Remain_Coat_Die,-0.0002,0.0002
CLN_Time,Particle_Die,-0.0002,0.0002
Top_Kerf,PLC_Memory,0.0002,0.0002
Laser_Head_Remain_Time,Bottom_Kerf,-0.0002,0.0002
Alignment_Time,Factory_Power,0.0002,0.0002
Focus,Edge_Burn,0.0002,0.0002
Frequency,Package_Size_3,0.0002,0.0002
PLC_Memory,LED_Brightness,-0.0002,0.0002
Coating_Thickness,PLC_Memory,0.0002,0.0002
Cooling_Flow,CLN_Pressure,-0.0002,0.0002
Laser_Centering_Position,LED_Brightness,0.0002,0.0002
Laser_Voltage,Fan_RPM,0.0002,0.0002
Bottom_Kerf,Door_Open_Count,-0.0002,0.0002
Frequency,Head_Temp,-0.0002,0.0002
CLN_Flow,Room_Noise,0.0002,0.0002
CLN_Flow,Maintenance_Count,0.0002,0.0002
Groove_Depth,Package_Size_1,0.0002,0.0002
Package_Size_2,Edge_Burn,-0.0002,0.0002
Beam_Diameter,Cooling_Flow,0.0002,0.0002
Cutting_X_Index,CLN_Time,0.0002,0.0002
Package_Size_3,Factory_Power,-0.0002,0.0002
Micro_Crack_Die,Door_Open_Count,-0.0002,0.0002
Laser_Power,Network_Latency,-0.0002,0.0002
Laser_Head_Remain_Time,Package_Size_4,0.0002,0.0002
Edge_Burn_Die,PLC_Memory,0.0002,0.0002
Frequency,PLC_CPU_Load,-0.0002,0.0002
Laser_Voltage,Kerf_Angle,-0.0002,0.0002
Laser_Voltage,Beam_Diameter,-0.0002,0.0002
Power_Efficiency,Remain_Coat,-0.0002,0.0002
Package_Size_2,Network_Latency,-0.0002,0.0002
Cutting_Y_Index,Top_Kerf,-0.0002,0.0002
Micro_Crack,Door_Open_Count,-0.0002,0.0002
Coating_Flow,Surface_Roughness,0.0001,0.0001
Coating_Thickness,LED_Brightness,-0.0001,0.0001
Cutting_Y_Index,Kerf_Width_Profile,0.0001,0.0001
Laser_Power,Cooling_Flow,-0.0001,0.0001
Particle,PLC_CPU_Load,0.0001,0.0001
Coating_Flow,Package_Size_1,0.0001,0.0001
Head_Temp,Package_Size_4,-0.0001,0.0001
Laser_Voltage,Cutting_Y_Index,-0.0001,0.0001
Cutting_Offset,Maintenance_Count,0.0001,0.0001
LED_Brightness,Fan_RPM,0.0001,0.0001
Coating_Flow,CLN_Time,-0.0001,0.0001
PLC_Memory,Fan_RPM,-0.0001,0.0001
